,gender,age,university,degree_level,degree_major,academic_year,cgpa,residential_status,campus_discrimination,sports_engagement,average_sleep,study_satisfaction,academic_workload,academic_pressure,financial_concerns,social_relationships,depression,anxiety,isolation,future_insecurity,stress_relief_activities
686,Male,21,COMSATS,Undergraduate,Information Technology,2nd year,3.25,On-Campus,Yes,3,6,4,3,2,4,3,3,5,3,3,Creative Outlets
687,Male,19,PU,Undergraduate,Computer Science,4th year,2.75,On-Campus,Yes,3,6,5,4,4,5,3,1,1,5,5,"Online Entertainment, Sleep"
688,Female,20,UET,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,6,6,3,3,5,5,1,3,4,5,2,"Religious Activities, Social Connections, Online Entertainment, Sleep"
689,Male,22,COMSATS,Undergraduate,Computer Science,1st year,2.75,On-Campus,Yes,0,6,4,3,5,5,2,2,4,5,3,Online Entertainment
690,Male,22,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,0,6,1,4,4,4,1,2,3,2,3,"Religious Activities, Creative Outlets, Social Connections"
691,Male,18,FAST,Undergraduate,Computer Science,4th year,2.75,On-Campus,No,0,6,3,5,5,3,4,3,4,3,4,"Religious Activities, Sports and Fitness, Sleep"
692,Male,20,PU,Undergraduate,Information Technology,1st year,3.25,Off-Campus,Yes,0,6,5,5,3,5,1,3,5,4,5,Sleep
693,Male,18,UET,Undergraduate,Computer Science,2nd year,2.25,Off-Campus,No,0,6,4,4,2,5,3,5,4,2,2,"Social Connections, Outdoor Activities"
694,Male,22,PU,Undergraduate,Computer Science,3rd year,3.75,On-Campus,No,3,6,5,2,5,3,3,5,3,1,3,"Sports and Fitness, Creative Outlets, Online Entertainment, Outdoor Activities"
695,Male,20,UET,Undergraduate,Data Science,2nd year,0.0,Off-Campus,No,7,6,4,2,5,4,2,3,1,4,2,"Social Connections, Sleep"
696,Male,18,KUST,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,7,8,5,4,2,1,2,2,5,4,2,"Religious Activities, Sports and Fitness, Sleep"
697,Male,20,PU,Undergraduate,Software Engineering,4th year,3.75,Off-Campus,No,7,8,3,3,3,5,3,4,5,4,3,"Social Connections, Online Entertainment, Sleep"
698,Male,20,FAST,Undergraduate,Information Technology,3rd year,3.75,Off-Campus,Yes,0,4,3,4,5,5,5,3,4,3,3,Online Entertainment
699,Male,17,PU,Undergraduate,Data Science,3rd year,2.25,Off-Campus,No,3,4,4,3,5,5,3,3,4,3,5,"Religious Activities, Social Connections, Online Entertainment"
700,Male,20,NUST,Undergraduate,Computer Science,4th year,0.0,Off-Campus,Yes,0,6,3,3,4,3,2,1,2,3,1,Outdoor Activities
701,Male,19,PU,Undergraduate,Data Science,4th year,2.75,Off-Campus,No,3,6,5,5,5,5,4,3,3,4,4,"Religious Activities, Sports and Fitness, Creative Outlets, Online Entertainment"
702,Male,20,PU,Undergraduate,Computer Science,1st year,3.25,On-Campus,No,0,6,3,4,5,5,3,3,4,3,3,Outdoor Activities
703,Male,19,COMSATS,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,3,8,3,4,2,5,1,2,1,1,4,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
704,Male,20,FAST,Undergraduate,Computer Science,1st year,3.75,Off-Campus,Yes,0,6,4,4,4,4,1,5,3,1,2,Creative Outlets
705,Male,21,UET,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,3,6,3,4,5,1,2,3,4,1,1,"Religious Activities, Online Entertainment, Outdoor Activities"
706,Male,17,NUST,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,0,8,4,5,4,5,1,1,3,1,2,"Religious Activities, Social Connections, Online Entertainment"
707,Male,20,PU,Undergraduate,Data Science,1st year,2.25,Off-Campus,No,0,6,5,4,5,4,3,5,1,2,5,"Religious Activities, Sports and Fitness, Social Connections"
708,Male,19,PU,Undergraduate,Data Science,3rd year,0.0,On-Campus,No,0,6,5,5,3,2,3,1,2,3,5,Online Entertainment
709,Female,19,PU,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,No,0,4,5,5,2,5,1,4,1,5,2,"Religious Activities, Sports and Fitness, Social Connections"
710,Female,21,PU,Undergraduate,Computer Science,4th year,3.75,Off-Campus,No,0,6,4,5,4,4,3,5,4,4,4,Sports and Fitness
711,Male,20,PU,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,0,6,3,3,2,5,1,1,2,4,1,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
712,Male,20,COMSATS,Undergraduate,Computer Science,3rd year,3.25,On-Campus,No,0,8,4,5,3,1,2,5,2,2,3,"Religious Activities, Sports and Fitness"
713,Male,19,UET,Undergraduate,Computer Science,4th year,3.25,Off-Campus,No,3,6,2,3,5,3,1,3,2,3,5,Online Entertainment
714,Male,20,COMSATS,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,6,4,4,4,3,3,3,3,2,4,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
715,Male,19,COMSATS,Undergraduate,Information Technology,3rd year,2.75,Off-Campus,No,6,6,4,5,4,4,2,3,1,3,4,"Creative Outlets, Social Connections, Online Entertainment, Outdoor Activities"
716,Male,18,FAST,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,0,6,5,4,3,1,3,4,3,4,5,Sports and Fitness
717,Male,21,PU,Undergraduate,Data Science,1st year,3.25,On-Campus,Yes,0,6,3,2,2,5,1,5,5,4,2,Social Connections
718,Male,20,PU,Undergraduate,Software Engineering,2nd year,3.25,Off-Campus,No,7,6,5,3,4,4,5,5,2,3,5,"Religious Activities, Social Connections"
719,Male,22,FAST,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,0,6,4,5,3,4,3,5,4,5,3,Outdoor Activities
720,Male,17,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,Yes,6,6,5,4,5,4,2,2,1,2,5,Social Connections
721,Male,22,PU,Undergraduate,Information Technology,1st year,0.0,Off-Campus,No,3,6,5,4,5,4,4,2,4,4,1,Online Entertainment
722,Male,20,VU,Undergraduate,Information Technology,4th year,2.75,Off-Campus,No,0,6,5,2,4,1,3,3,1,2,1,"Religious Activities, Social Connections"
723,Male,20,UMT,Undergraduate,Data Science,1st year,0.0,Off-Campus,No,7,6,3,4,4,5,2,3,4,1,3,"Creative Outlets, Social Connections, Online Entertainment"
724,Male,20,FAST,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,Yes,0,6,3,5,5,3,2,1,4,5,5,"Religious Activities, Sports and Fitness, Creative Outlets, Online Entertainment"
725,Male,20,PU,Undergraduate,Data Science,2nd year,3.25,Off-Campus,No,6,8,5,4,5,1,3,3,5,4,5,Religious Activities
726,Male,26,PU,Undergraduate,Data Science,2nd year,3.75,Off-Campus,Yes,7,6,5,4,4,1,2,3,5,4,4,"Religious Activities, Sports and Fitness, Sleep"
727,Male,22,COMSATS,Undergraduate,Computer Science,3rd year,2.75,On-Campus,No,0,6,4,4,3,5,2,3,4,5,3,"Religious Activities, Social Connections, Online Entertainment, Sleep"
728,Male,20,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,0,6,3,3,4,2,3,3,4,1,4,"Religious Activities, Outdoor Activities"
729,Male,21,COMSATS,Undergraduate,Computer Science,2nd year,3.75,On-Campus,No,3,4,4,5,3,5,2,3,5,4,1,Religious Activities
730,Male,17,UET,Undergraduate,Data Science,3rd year,1.75,Off-Campus,No,0,6,4,4,3,4,4,2,2,5,3,Religious Activities
731,Male,20,UET,Undergraduate,Data Science,3rd year,0.0,Off-Campus,No,3,8,2,4,4,4,1,3,2,4,5,"Religious Activities, Sports and Fitness, Outdoor Activities"
732,Male,20,PU,Undergraduate,Computer Science,2nd year,3.25,Off-Campus,No,0,8,5,5,5,5,2,3,1,4,2,Religious Activities
733,Male,20,FAST,Undergraduate,Computer Science,3rd year,3.25,On-Campus,Yes,6,8,4,3,4,4,4,2,2,3,5,Online Entertainment
734,Female,26,PU,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,3,6,3,5,2,5,3,1,4,4,3,"Online Entertainment, Sleep"
735,Male,21,PU,Undergraduate,Computer Science,1st year,2.75,On-Campus,No,0,8,5,5,4,4,1,3,2,3,1,Sports and Fitness
736,Male,18,PU,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,No,7,6,4,3,2,1,4,1,5,5,2,"Social Connections, Sleep"
737,Male,18,PU,Undergraduate,Software Engineering,3rd year,3.25,Off-Campus,No,6,8,4,4,1,5,3,5,4,4,5,"Online Entertainment, Sleep"
738,Female,20,PU,Undergraduate,Computer Science,4th year,3.75,On-Campus,No,6,8,5,4,5,4,1,5,3,4,2,"Creative Outlets, Social Connections, Online Entertainment"
739,Male,19,COMSATS,Undergraduate,Data Science,2nd year,3.25,Off-Campus,No,3,6,3,5,3,3,2,2,2,4,5,Social Connections
740,Male,21,PU,Undergraduate,Information Technology,2nd year,3.25,On-Campus,No,0,6,4,5,5,5,1,1,3,3,2,"Sports and Fitness, Creative Outlets, Online Entertainment, Outdoor Activities"
741,Male,20,PU,Undergraduate,Data Science,3rd year,2.75,Off-Campus,No,0,6,5,4,5,5,3,2,3,3,3,"Creative Outlets, Social Connections, Online Entertainment, Outdoor Activities"
742,Male,19,PU,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,0,6,4,4,4,5,2,1,4,3,5,"Religious Activities, Social Connections, Online Entertainment, Outdoor Activities"
743,Female,20,PU,Undergraduate,Software Engineering,2nd year,0.0,Off-Campus,Yes,7,6,5,4,4,5,3,3,2,3,2,"Religious Activities, Creative Outlets, Social Connections"
744,Male,20,VU,Undergraduate,Data Science,3rd year,2.75,Off-Campus,No,0,6,4,5,4,4,3,2,1,4,4,"Social Connections, Outdoor Activities"
745,Male,20,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,0,6,4,5,3,3,1,4,3,3,1,Social Connections
746,Male,20,PU,Undergraduate,Data Science,1st year,2.75,Off-Campus,No,0,8,4,4,5,5,5,5,4,2,5,Sports and Fitness
747,Female,23,PU,Undergraduate,Computer Science,4th year,0.0,Off-Campus,Yes,7,6,4,5,4,5,2,1,4,5,5,Nothing
748,Male,20,PU,Undergraduate,Data Science,3rd year,2.75,On-Campus,No,7,6,4,4,3,4,1,5,3,1,5,"Religious Activities, Social Connections"
749,Female,20,FAST,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,3,6,5,4,1,5,5,3,3,3,5,"Religious Activities, Creative Outlets"
750,Male,21,UET,Undergraduate,Data Science,1st year,0.0,Off-Campus,Yes,3,6,4,3,5,3,1,2,2,1,5,Online Entertainment
751,Male,20,PU,Undergraduate,Data Science,2nd year,0.0,Off-Campus,Yes,0,6,4,2,5,5,1,3,3,1,4,"Sports and Fitness, Creative Outlets, Social Connections, Outdoor Activities, Sleep"
752,Male,19,PU,Undergraduate,Data Science,3rd year,2.75,Off-Campus,Yes,3,8,3,3,4,1,4,2,3,5,2,"Religious Activities, Social Connections, Online Entertainment, Outdoor Activities"
753,Male,19,PU,Undergraduate,Data Science,3rd year,3.25,On-Campus,No,3,6,4,5,3,5,5,5,4,2,3,Online Entertainment
754,Female,18,PU,Undergraduate,Data Science,3rd year,3.75,Off-Campus,No,0,8,5,4,4,5,1,5,1,5,4,"Religious Activities, Creative Outlets"
755,Male,20,UMT,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,6,6,5,5,5,5,2,5,4,5,2,"Religious Activities, Social Connections, Online Entertainment"
756,Male,20,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,0,6,5,5,5,5,3,5,4,5,3,"Religious Activities, Social Connections, Online Entertainment"
757,Male,20,PU,Undergraduate,Computer Science,3rd year,3.25,On-Campus,No,0,8,5,4,4,3,3,3,3,4,1,Sports and Fitness
758,Male,20,PU,Undergraduate,Computer Science,1st year,2.25,On-Campus,No,7,8,4,3,3,4,1,2,1,3,3,"Sports and Fitness, Creative Outlets, Social Connections, Outdoor Activities, Sleep"
759,Female,26,PU,Undergraduate,Information Technology,3rd year,3.75,Off-Campus,No,6,6,4,4,4,5,5,1,2,5,2,"Creative Outlets, Social Connections, Online Entertainment"
760,Male,18,PU,Undergraduate,Data Science,3rd year,0.0,On-Campus,No,0,8,4,4,3,3,3,4,4,3,2,Sports and Fitness
761,Male,26,UET,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,No,0,8,3,4,4,3,3,3,2,4,4,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
762,Male,20,PU,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,3,4,4,3,3,5,3,4,2,4,4,"Religious Activities, Social Connections"
763,Female,19,PU,Undergraduate,Data Science,3rd year,2.75,Off-Campus,No,0,6,4,4,5,5,4,1,2,4,2,Nothing
764,Male,20,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,3,8,4,2,3,1,2,5,3,1,2,Online Entertainment
765,Male,22,COMSATS,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,0,8,3,3,4,5,1,2,1,3,3,Online Entertainment
766,Male,20,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,Yes,7,6,5,4,4,2,3,3,5,3,4,"Social Connections, Outdoor Activities"
767,Male,20,FAST,Undergraduate,Computer Science,3rd year,3.25,On-Campus,Yes,0,6,5,3,5,5,4,5,2,3,5,Outdoor Activities
768,Male,20,PU,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,No,0,8,4,5,4,3,2,3,2,3,3,"Religious Activities, Social Connections, Online Entertainment, Sleep"
769,Male,20,PU,Undergraduate,Information Technology,1st year,3.75,Off-Campus,No,0,6,4,3,4,5,3,1,2,2,5,"Social Connections, Sleep"
770,Male,20,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,3,8,1,3,4,3,3,1,3,4,3,Online Entertainment
771,Male,21,PU,Undergraduate,Computer Science,4th year,3.25,On-Campus,Yes,6,6,1,4,2,5,4,3,2,4,3,"Social Connections, Online Entertainment"
772,Male,20,PU,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,No,3,6,4,4,3,3,1,4,3,5,4,"Religious Activities, Social Connections"
773,Male,22,FAST,Undergraduate,Computer Science,3rd year,0.0,Off-Campus,No,0,8,3,5,4,4,3,1,2,5,4,Religious Activities
774,Female,20,KUST,Undergraduate,Computer Science,4th year,2.75,Off-Campus,Yes,0,8,4,3,4,1,3,3,1,3,1,"Religious Activities, Sports and Fitness, Online Entertainment"
775,Female,20,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,0,6,4,5,5,4,1,2,4,2,1,Outdoor Activities
776,Male,17,PU,Undergraduate,Data Science,3rd year,3.25,Off-Campus,No,0,8,5,5,3,4,5,4,3,3,4,"Creative Outlets, Social Connections, Online Entertainment, Outdoor Activities"
777,Female,20,PU,Undergraduate,Information Technology,3rd year,0.0,Off-Campus,No,0,6,5,3,5,3,1,4,1,4,1,Religious Activities
778,Male,26,PU,Undergraduate,Data Science,2nd year,3.25,Off-Campus,No,3,8,3,4,5,1,3,1,4,5,3,"Sports and Fitness, Creative Outlets, Online Entertainment, Outdoor Activities"
779,Male,18,PU,Undergraduate,Information Technology,2nd year,3.75,Off-Campus,No,3,6,4,4,3,4,4,3,2,5,4,Sports and Fitness
780,Male,20,PU,Undergraduate,Information Technology,2nd year,3.25,Off-Campus,No,0,4,5,5,5,2,3,1,4,5,3,"Online Entertainment, Sleep"
781,Male,17,PU,Undergraduate,Data Science,1st year,2.75,Off-Campus,No,3,6,3,4,5,4,2,3,3,4,1,"Religious Activities, Social Connections"
782,Male,19,PU,Undergraduate,Software Engineering,1st year,0.0,Off-Campus,No,0,6,4,4,4,3,5,3,3,3,2,"Religious Activities, Sports and Fitness, Online Entertainment"
783,Male,26,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,6,6,5,4,3,5,1,5,3,4,1,Social Connections
784,Male,22,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,0,8,5,4,2,5,4,5,2,3,2,Outdoor Activities
785,Female,23,KUST,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,0,6,4,5,3,5,3,2,4,1,2,Sleep
786,Male,17,PU,Postgraduate,Computer Science,2nd year,2.75,Off-Campus,Yes,3,6,1,3,2,2,2,5,3,3,4,"Social Connections, Online Entertainment, Sleep"
787,Male,17,PU,Postgraduate,Data Science,4th year,2.75,Off-Campus,No,7,8,5,3,3,5,3,5,3,5,2,Sports and Fitness
788,Female,20,PU,Undergraduate,Information Technology,1st year,3.75,Off-Campus,No,0,8,3,4,5,4,2,5,3,1,5,Sports and Fitness
789,Male,21,PU,Undergraduate,Computer Science,2nd year,3.25,Off-Campus,Yes,0,8,5,2,4,4,3,2,5,4,2,"Religious Activities, Social Connections"
790,Male,20,PU,Undergraduate,Data Science,2nd year,3.75,Off-Campus,No,0,6,5,4,5,5,1,4,5,4,2,"Religious Activities, Sports and Fitness, Creative Outlets, Online Entertainment"
791,Female,20,PU,Undergraduate,Information Technology,3rd year,3.25,Off-Campus,Yes,0,6,4,5,1,4,2,4,2,5,4,"Sports and Fitness, Creative Outlets, Social Connections, Outdoor Activities, Sleep"
792,Male,17,UMT,Undergraduate,Data Science,2nd year,3.75,Off-Campus,No,0,6,4,5,4,4,2,2,4,4,2,Online Entertainment
793,Female,20,PU,Undergraduate,Computer Science,1st year,2.75,On-Campus,No,3,4,3,3,3,5,2,4,3,2,2,"Religious Activities, Social Connections, Online Entertainment"
794,Male,22,PU,Undergraduate,Computer Science,2nd year,2.75,Off-Campus,No,3,6,4,5,5,3,3,3,1,4,4,"Religious Activities, Social Connections, Online Entertainment, Sleep"
795,Male,19,PU,Undergraduate,Computer Science,2nd year,3.25,Off-Campus,Yes,7,8,1,4,1,5,1,3,4,5,3,"Religious Activities, Social Connections"
796,Male,20,PU,Undergraduate,Computer Science,3rd year,3.75,On-Campus,No,3,8,5,3,2,3,4,5,4,1,1,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
797,Male,20,FAST,Undergraduate,Computer Science,4th year,3.25,Off-Campus,No,6,8,3,4,3,5,1,3,5,1,5,Sports and Fitness
798,Male,17,UET,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,3,6,3,2,5,4,3,4,5,5,4,Sleep
799,Male,20,PU,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,Yes,0,4,3,5,4,2,4,3,3,5,5,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
800,Male,20,FAST,Undergraduate,Data Science,3rd year,2.75,Off-Campus,No,3,6,3,3,5,2,2,3,4,5,1,Sleep
801,Male,20,PU,Undergraduate,Computer Science,4th year,2.75,Off-Campus,No,3,8,3,3,1,2,4,4,4,4,1,"Religious Activities, Social Connections, Sleep"
802,Male,20,UET,Undergraduate,Data Science,3rd year,0.0,On-Campus,No,6,6,5,4,5,4,3,5,5,4,4,Social Connections
803,Male,18,UMT,Undergraduate,Computer Science,2nd year,2.25,Off-Campus,No,3,6,5,3,5,2,3,3,3,5,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
804,Male,20,PU,Undergraduate,Data Science,3rd year,3.25,Off-Campus,No,0,8,5,3,5,4,1,1,3,3,4,"Creative Outlets, Social Connections, Online Entertainment"
805,Male,22,PU,Undergraduate,Computer Science,2nd year,2.25,Off-Campus,No,6,6,5,3,3,4,1,4,2,5,2,"Religious Activities, Sports and Fitness, Social Connections"
806,Male,20,COMSATS,Undergraduate,Data Science,3rd year,0.0,On-Campus,No,7,6,3,4,1,1,4,4,1,5,3,"Social Connections, Sleep"
807,Male,22,PU,Undergraduate,Computer Science,4th year,3.25,Off-Campus,No,3,6,4,4,5,4,3,5,5,5,1,Outdoor Activities
808,Female,19,UMT,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,3,8,5,3,5,5,3,5,5,5,3,Religious Activities
809,Female,18,PU,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,0,8,3,4,4,2,1,3,2,4,5,Sports and Fitness
810,Male,20,UOL,Undergraduate,Data Science,1st year,2.75,Off-Campus,No,0,8,4,4,4,2,1,3,4,3,1,Religious Activities
811,Male,21,COMSATS,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,No,3,6,4,3,3,4,2,2,3,5,1,"Religious Activities, Sports and Fitness, Sleep"
812,Male,19,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,3,6,5,4,5,5,4,4,5,1,1,Online Entertainment
813,Male,20,UET,Undergraduate,Data Science,2nd year,3.25,Off-Campus,Yes,0,8,5,5,4,5,3,3,1,5,2,Creative Outlets
814,Male,19,COMSATS,Undergraduate,Data Science,3rd year,3.75,Off-Campus,No,0,8,5,4,4,5,4,3,4,5,3,Sports and Fitness
815,Male,21,PU,Undergraduate,Data Science,4th year,3.25,Off-Campus,No,3,6,3,4,3,3,3,1,1,4,3,"Social Connections, Online Entertainment"
816,Male,23,UMT,Undergraduate,Data Science,4th year,3.75,Off-Campus,Yes,6,6,1,3,5,5,1,2,2,5,4,"Religious Activities, Online Entertainment"
817,Male,20,FAST,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,6,8,5,4,2,4,4,5,2,5,2,Sports and Fitness
818,Female,20,VU,Undergraduate,Data Science,1st year,3.75,Off-Campus,Yes,7,4,5,5,5,3,3,4,2,1,3,"Social Connections, Outdoor Activities"
819,Male,19,PU,Undergraduate,Computer Science,2nd year,2.75,Off-Campus,No,3,6,4,4,4,5,1,3,4,3,1,Outdoor Activities
820,Male,22,COMSATS,Undergraduate,Computer Science,3rd year,0.0,Off-Campus,No,3,6,5,4,5,1,5,5,3,4,4,Social Connections
821,Female,20,UET,Undergraduate,Computer Science,2nd year,2.75,Off-Campus,No,3,6,4,4,5,5,1,4,4,4,5,Nothing
822,Male,19,PU,Postgraduate,Computer Science,4th year,2.75,Off-Campus,No,3,6,1,5,1,4,2,2,1,2,5,"Online Entertainment, Sleep"
823,Female,26,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,3,6,3,4,4,2,1,4,4,5,1,"Religious Activities, Creative Outlets"
824,Male,21,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,Yes,3,6,3,5,2,5,4,1,1,3,1,Outdoor Activities
825,Female,20,PU,Undergraduate,Data Science,3rd year,3.75,Off-Campus,No,3,6,3,4,4,5,1,1,3,3,2,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
826,Male,20,UET,Undergraduate,Data Science,3rd year,3.75,Off-Campus,Yes,0,6,4,3,4,5,3,4,5,5,4,Online Entertainment
827,Female,23,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,Yes,0,8,4,4,5,2,2,2,3,5,5,"Religious Activities, Sports and Fitness"
828,Male,17,PU,Undergraduate,Data Science,3rd year,2.75,Off-Campus,No,3,8,5,4,3,5,2,2,2,3,2,Religious Activities
829,Male,21,NUST,Undergraduate,Software Engineering,2nd year,3.75,Off-Campus,No,0,8,4,5,2,4,3,3,4,5,2,Online Entertainment
830,Male,18,PU,Undergraduate,Computer Science,2nd year,3.25,Off-Campus,Yes,0,6,3,5,3,5,3,2,2,5,5,"Creative Outlets, Social Connections, Online Entertainment"
831,Male,20,PU,Undergraduate,Data Science,3rd year,2.75,On-Campus,No,0,6,5,4,1,1,2,5,2,5,4,Online Entertainment
832,Male,20,PU,Undergraduate,Data Science,3rd year,0.0,Off-Campus,No,3,8,3,4,5,4,5,1,4,1,5,Sleep
833,Male,20,PU,Undergraduate,Data Science,4th year,2.75,Off-Campus,No,3,6,3,3,1,5,3,3,2,2,3,Creative Outlets
834,Male,22,PU,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,0,4,4,4,5,5,1,2,2,2,5,Sports and Fitness
835,Male,18,PU,Undergraduate,Software Engineering,2nd year,3.75,Off-Campus,No,3,6,5,3,4,2,3,4,5,4,4,"Social Connections, Online Entertainment, Sleep"
836,Male,18,VU,Undergraduate,Data Science,2nd year,3.25,Off-Campus,No,0,6,5,4,3,5,1,3,5,5,1,Sleep
837,Male,20,PU,Undergraduate,Computer Science,1st year,3.75,On-Campus,No,7,6,3,3,4,3,2,1,5,4,5,"Sports and Fitness, Creative Outlets, Social Connections, Outdoor Activities, Sleep"
838,Female,20,PU,Undergraduate,Data Science,3rd year,3.75,Off-Campus,No,3,6,5,3,5,2,3,3,4,5,1,Sleep
839,Male,21,PU,Undergraduate,Computer Science,4th year,3.25,On-Campus,No,7,6,3,3,3,5,1,3,5,2,5,Outdoor Activities
840,Male,19,NUST,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,7,4,4,4,4,5,1,5,4,2,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
841,Female,20,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,3,6,4,4,4,4,2,2,4,5,1,"Religious Activities, Social Connections, Online Entertainment, Sleep"
842,Male,19,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,3,6,5,4,4,3,1,4,5,2,3,"Creative Outlets, Social Connections, Online Entertainment, Outdoor Activities"
843,Male,22,PU,Undergraduate,Data Science,4th year,0.0,Off-Campus,No,3,8,5,4,5,5,2,4,4,5,5,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
844,Male,26,UET,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,No,3,6,4,3,4,1,3,2,4,2,5,"Religious Activities, Creative Outlets"
845,Male,20,UET,Undergraduate,Data Science,3rd year,3.25,Off-Campus,No,0,8,4,2,4,1,2,1,4,5,2,"Religious Activities, Social Connections, Online Entertainment, Sleep"
846,Male,21,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,0,6,4,4,5,3,5,3,4,4,2,"Creative Outlets, Social Connections, Online Entertainment"
847,Male,18,PU,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,Yes,3,6,4,3,4,5,4,2,3,3,4,"Religious Activities, Social Connections, Online Entertainment"
848,Male,18,COMSATS,Undergraduate,Computer Science,2nd year,2.75,Off-Campus,No,0,6,4,4,5,5,2,5,4,3,1,Sports and Fitness
849,Male,20,COMSATS,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,6,6,5,5,5,1,4,5,3,4,4,"Religious Activities, Social Connections, Online Entertainment"
850,Female,20,UET,Undergraduate,Data Science,3rd year,3.25,Off-Campus,No,7,6,4,4,3,1,2,4,4,3,5,Sleep
851,Male,19,PU,Undergraduate,Computer Science,1st year,3.75,On-Campus,No,0,6,5,3,5,5,4,1,2,3,1,Religious Activities
852,Male,19,PU,Undergraduate,Computer Science,1st year,3.25,On-Campus,No,6,6,4,3,1,3,3,2,2,5,1,Online Entertainment
853,Male,19,PU,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,Yes,0,6,5,4,3,5,2,1,3,4,1,Religious Activities
854,Male,18,COMSATS,Undergraduate,Information Technology,1st year,3.75,On-Campus,Yes,7,6,2,3,5,4,4,5,3,5,3,Sleep
855,Female,18,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,0,6,5,2,5,4,1,4,2,5,2,"Religious Activities, Creative Outlets, Social Connections"
856,Male,21,PU,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,3,6,4,5,4,4,1,5,1,1,2,"Religious Activities, Sports and Fitness, Social Connections"
857,Male,20,UET,Undergraduate,Data Science,1st year,0.0,Off-Campus,Yes,3,8,4,4,5,5,1,3,4,4,1,"Religious Activities, Sports and Fitness"
